feature_group,model,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,R2_mean,R2_std,elapsed_time_mean,elapsed_time_std
all_areas,ARIMA,216.69349427142424,36.051606851190925,171.59536334721182,34.14874892921501,1.454658378157736e+16,1.536205886830741e+16,0.4592080898496995,0.2050830239535853,1587.8429922000505,45.15332490428473
