feature_group,model,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,R2_mean,R2_std,elapsed_time_mean,elapsed_time_std
all_areas,BASELINE,227.47211788556893,76.25996258017467,170.5885810475632,55.096470037993655,966209569023412.2,1927097435042396.0,0.13542204218363105,0.5266958018577452,0.008513500005938113,0.002130638933798575
all_areas,LGBM,167.24008643928602,29.35789413587901,129.8767510325831,22.31539692059468,9512239829528942.0,1.4440835829819602e+16,0.5616282554495683,0.2021195575119435,77.60909356001066,1.8595386807587377
all_areas,ARIMA,150.24819785859987,29.889854340558248,114.39425020225474,24.107748446132486,6896789285229598.0,9870427601697302.0,0.6422886284824036,0.18001377638256486,211.59198405999922,8.533023939295681
all_areas,NEURALPROPHET,,,,,,,,,,
all_areas,TimeGPT,,,,,,,,,,
