feature_group,model,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,R2_mean,R2_std,elapsed_time_mean,elapsed_time_std
all_areas,BASELINE,320.12088428036236,56.78973534269668,243.17591948437496,39.28215786462048,3191535282793758.0,4508537575356231.0,-0.16701750854346695,0.3767700728088954,0.009244333334208932,0.001475995783529683
all_areas,LGBM,244.82471479552316,59.44555234605077,191.20968125953235,43.83863278133316,1.6882550619337834e+16,2.0562540243202316e+16,0.3023609073145009,0.2866473369012669,85.57571623333449,1.7927986840458048
all_areas,NEURALPROPHET,308.09541710413333,72.74954460321142,246.26853886635675,61.284609085210754,9687534959329378.0,1.2309224824531244e+16,-0.12067087151127953,0.5300921405009734,194.03518266666651,1.6562683730212355
all_areas,TimeGPT,540.5011376146853,171.15552118437196,483.56019166840275,179.41486783193108,4.7883360859113224e+16,5.058307593450736e+16,-2.6681441635801284,1.9556666811492218,8.251870766667707,1.1778819637252973
